it,loss,wl_sur,d_sur,c_sur,ov_sur,proxy,exact_wl,exact_den,exact_cong,overlaps,gamma,w_d,w_c,w_ov
0,0.09144843369722366,0.09144843369722366,0.9839534759521484,2.28547739982605,0.23026475310325623,1.4760706424713135,0.06511661410331726,0.8211347532232632,2.0007731914520264,82,0.7702,0.0,0.0,0.0
25,0.08592445403337479,0.08592445403337479,1.1231224536895752,2.239305257797241,24.61952781677246,1.473468542098999,0.06187692657113075,0.9164856572690546,1.9066976308822632,194,0.6862407140131912,0.0,0.0,0.0
50,0.17485669255256653,0.08140610158443451,1.271161675453186,2.2161123752593994,43.56053161621094,1.5184285640716553,0.059409648180007935,1.029525724349427,1.8885122537612915,233,0.6114338062442671,0.0,0.041927409261576974,0.0
75,0.3984445631504059,0.07941771298646927,1.4578330516815186,2.164585590362549,52.0355339050293,1.5238479375839233,0.05923054739832878,1.1079698849758528,1.8212648630142212,262,0.5447815785106065,0.0,0.14622444722569877,0.0
100,0.6504672169685364,0.07888071984052658,1.4350242614746094,2.141573667526245,51.42472839355469,1.4745479822158813,0.060215678066015244,1.045825832393403,1.7828388214111328,247,0.4853950914286575,0.020963704630788487,0.25052148518982065,0.0
125,0.8912973403930664,0.0790155753493309,1.117695689201355,2.119555950164795,48.988807678222656,1.4056429862976074,0.06175018474459648,0.9096624168465172,1.7781232595443726,274,0.43248230864775417,0.04703796412181894,0.3548185231539424,0.0
150,1.12783944606781,0.07920271158218384,0.9661099910736084,2.107060194015503,45.843780517578125,1.403473973274231,0.06298764050006866,0.8461862206865289,1.8347864151000977,266,0.3853375334776787,0.07311222361284939,0.4591155611180642,0.0
175,1.3653265237808228,0.07938072830438614,0.8807358145713806,2.102783441543579,40.485984802246094,1.376816987991333,0.06399334222078323,0.8002496857316778,1.8253974914550781,267,0.34333199702649214,0.09918648310387984,0.563412599082186,0.0
200,1.6036123037338257,0.07946745306253433,0.8765865564346313,2.0922703742980957,40.37841796875,1.3580286502838135,0.06473814696073532,0.7606925936105634,1.8258882761001587,263,0.3059054723228185,0.12526074259491032,0.6677096370463079,0.0
225,1.846544623374939,0.07953166961669922,0.8813449740409851,2.0886497497558594,42.4375,1.3371801376342773,0.06535898149013519,0.7243357577061342,1.819306492805481,270,0.2725588025803084,0.15133500208594075,0.7720066750104296,0.0
250,2.0855250358581543,0.0795934796333313,0.8905566930770874,2.0799074172973633,44.055213928222656,1.326786994934082,0.06587667018175125,0.701950886562371,1.8198697566986084,268,0.24284724395389667,0.1774092615769712,0.8763037129745515,0.0
275,2.325047492980957,0.0796951875090599,0.8956848978996277,2.0736255645751953,45.347023010253906,1.3195000886917114,0.06633105129003525,0.689317462486723,1.8170206546783447,261,0.2163745340003346,0.2034835210680017,0.9806007509386734,0.0
