it,loss,wl_sur,d_sur,c_sur,ov_sur,proxy,exact_wl,exact_den,exact_cong,overlaps,gamma,w_d,w_c,w_ov
0,0.08456461876630783,0.08456461876630783,1.0283690690994263,2.0628278255462646,0.5276556015014648,1.385416030883789,0.05355365574359894,0.8909390379203418,1.7727856636047363,180,1.12,0.0,0.0,0.0
25,0.0792798176407814,0.0792798176407814,1.3321558237075806,2.0172414779663086,44.997493743896484,1.4203007221221924,0.05074622109532356,0.9997128347345504,1.739396333694458,308,0.9979091141194161,0.0,0.0,0.0
50,0.15853190422058105,0.07479249686002731,1.5078086853027344,1.9839023351669312,83.66087341308594,1.4656587839126587,0.0484916977584362,1.1272982720265425,1.7070358991622925,400,0.8891273214666051,0.0,0.041927409261576974,0.0
75,0.35529693961143494,0.07221070677042007,1.5735080242156982,1.9184784889221191,86.88925170898438,1.4470343589782715,0.047981370240449905,1.2088092770373684,1.589296579360962,408,0.792203801521526,0.0,0.14622444722569877,0.0
100,0.5733919739723206,0.07117735594511032,1.3383809328079224,1.8728594779968262,81.00186157226562,1.4029431343078613,0.04891648143529892,1.1609943594173142,1.5470588207244873,397,0.7058458873021247,0.020963704630788487,0.25052148518982065,0.0
125,0.7861465811729431,0.07086575776338577,1.1607881784439087,1.8395264148712158,83.21814727783203,1.3429213762283325,0.05035581812262535,1.0358026010592511,1.5493285655975342,406,0.6289018250915148,0.04703796412181894,0.3548185231539424,0.0
150,0.991091251373291,0.070719875395298,1.0183371305465698,1.817718744277954,79.04488372802734,1.2970446348190308,0.051472339779138565,0.9507679703438501,1.5403765439987183,396,0.5603454135224619,0.07311222361284939,0.4591155611180642,0.0
175,1.1928958892822266,0.0706554651260376,0.9376049041748047,1.7999309301376343,74.5750961303711,1.262195348739624,0.05239085480570793,0.8905731158713024,1.5290359258651733,398,0.49926231715096236,0.09918648310387984,0.563412599082186,0.0
200,1.3974438905715942,0.07056806236505508,0.8914124965667725,1.791438341140747,71.89070129394531,1.2473409175872803,0.05309060588479042,0.8535289212547268,1.534971833229065,395,0.44483787198332475,0.12526074259491032,0.6677096370463079,0.0
225,1.5999692678451538,0.07055680453777313,0.8418492674827576,1.785874366760254,69.9001693725586,1.237711787223816,0.053688161075115204,0.8216300732159398,1.546417236328125,386,0.3963462203193267,0.15133500208594075,0.7720066750104296,0.0
250,1.8035731315612793,0.07049956172704697,0.8101886510848999,1.7821356058120728,67.35132598876953,1.2201728820800781,0.05415095388889313,0.7915293358179116,1.540514588356018,386,0.3531406300030697,0.1774092615769712,0.8763037129745515,0.0
275,2.00614333152771,0.07049275934696198,0.7949811220169067,1.7760168313980103,65.71531677246094,1.207119345664978,0.05454374477267265,0.7731400347192475,1.5320111513137817,386,0.31464486896958554,0.2034835210680017,0.9806007509386734,0.0
300,2.2123610973358154,0.07049115002155304,0.8076838254928589,1.7689718008041382,68.59968566894531,1.1966052055358887,0.05487438291311264,0.7527205289926049,1.5307410955429077,395,0.28034552004969543,0.2295577805590321,1.084897788902795,0.0
325,10.829949378967285,0.0705074891448021,0.7704685926437378,1.7530900239944458,43.447471618652344,1.168050765991211,0.05516616627573967,0.7238987216411954,1.5018705129623413,331,0.24978513353583798,0.2556320400500626,1.189194826866917,0.1941451204249211
350,3.1653857231140137,0.07058112323284149,0.7648741006851196,1.745134711265564,0.5243558883666992,1.151897668838501,0.05551447346806526,0.7199908079625269,1.4727756977081299,40,0.2225561261847751,0.28170629954109305,1.2934918648310387,1.0929651223921488
375,2.868814468383789,0.07064587622880936,0.7457870244979858,1.745332956314087,0.03730447590351105,1.1466853618621826,0.055797919631004333,0.7091631982336304,1.4726117849349976,8,0.19829534528830167,0.3077805590321235,1.3977889027951607,1.991785124359378
400,2.996664524078369,0.07059270888566971,0.7346622943878174,1.7412848472595215,0.0029905615374445915,1.147268295288086,0.05591889098286629,0.7033634587526393,1.4793353080749512,1,0.17667922531308286,0.333854818523154,1.5,2.8906051263266073
425,3.006958484649658,0.0705745592713356,0.7273452877998352,1.739391803741455,0.0,1.1439985036849976,0.05604558065533638,0.6989417866922188,1.476963996887207,0,0.15741947251382435,0.35992907801418444,1.5,3.789425128293835
450,3.0316224098205566,0.07053854316473007,0.7227128744125366,1.738986849784851,0.000722130702342838,1.1436374187469482,0.05613700672984123,0.6964355649387715,1.4785653352737427,1,0.1402592199655502,0.38600333750521487,1.5,4.688245130261063
475,3.0528316497802734,0.07050012052059174,0.7180790305137634,1.7389272451400757,0.0006019832217134535,1.1382626295089722,0.05619916692376137,0.6934339753936782,1.4706929922103882,1,0.12496960173473436,0.41207759699624535,1.5,5.587065132228294
500,3.0713510513305664,0.07047276943922043,0.7145341038703918,1.7391705513000488,0.0,1.1356662511825562,0.056257277727127075,0.6909409645971788,1.46787691116333,0,0.1113467004990759,0.4381518564872758,1.5,6.485885134195522
525,3.095277786254883,0.07044892758131027,0.7112829685211182,1.7393766641616821,0.0003146794333588332,1.1332590579986572,0.05631661042571068,0.6887688246291868,1.4651161432266235,0,0.09920882790638642,0.4642261159783062,1.5,7.38470513616275
550,3.1138992309570312,0.07042328268289566,0.7086926698684692,1.7390769720077515,0.0,1.1351217031478882,0.05635719746351242,0.6866287243975764,1.470900297164917,0,0.08839410140079253,0.49030037546933675,1.5,8.28352513812998
575,3.124537944793701,0.07039953023195267,0.7066531181335449,1.739538550376892,0.0,1.131104588508606,0.05638662353157997,0.6850853947307445,1.4643504619598389,0,0.07875828519843457,0.5,1.5,9.182345140097208
600,3.1266531944274902,0.07037126272916794,0.7050686478614807,1.7387980222702026,0.0,1.129150152206421,0.056403208523988724,0.6838315086064395,1.4616624116897583,0,0.07017286661779837,0.5,1.5,10.081165142064435
625,3.129559278488159,0.07033727318048477,0.7040948271751404,1.7384570837020874,0.0,1.1313776969909668,0.05640602484345436,0.6829713802582557,1.46697199344635,0,0.0625233421087385,0.5,1.5,10.979985144031664
650,3.1310877799987793,0.07030230760574341,0.7033258080482483,1.7383811473846436,0.0,1.1316579580307007,0.056403327733278275,0.6824830975373564,1.4680261611938477,0,0.05570769012099678,0.5,1.5,11.878805145998895
675,3.1304681301116943,0.07027051597833633,0.7026860117912292,1.7384141683578491,0.0,1.1333084106445312,0.05639953166246414,0.6820649147879287,1.4717530012130737,0,0.0496350104448954,0.5,1.5,12.777625147966122
700,3.130159378051758,0.0702444463968277,0.7022004723548889,1.738525152206421,0.0,1.1333247423171997,0.05639699473977089,0.6817476029269622,1.4721078872680664,0,0.044224311877119234,0.5,1.5,13.676445149933349
725,3.1301560401916504,0.07022465765476227,0.7017318606376648,1.7388056516647339,0.0,1.1309916973114014,0.056396909058094025,0.6813364350829701,1.4678531885147095,0,0.039403432042711434,0.5,1.5,14.575265151900581
750,3.130159854888916,0.07020853459835052,0.7012983560562134,1.739061713218689,0.0,1.1293325424194336,0.056398507207632065,0.6810244981813661,1.4648436307907104,0,0.03510807496697034,0.5,1.5,15.47408515386781
775,3.1299896240234375,0.0701943039894104,0.7008799910545349,1.739170789718628,0.0,1.1303964853286743,0.05640069395303726,0.6807286814813512,1.4672629833221436,0,0.03128095356136377,0.5,1.5,16.372905155835035
799,3.1296377182006836,0.07018356770277023,0.7004794478416443,1.7391129732131958,0.0,1.1335468292236328,0.056403327733278275,0.6804007281141741,1.473886251449585,0,0.028,0.5,1.5,17.235772357723576
