it,loss,wl_sur,d_sur,c_sur,ov_sur,proxy,exact_wl,exact_den,exact_cong,overlaps,gamma,w_d,w_c,w_ov
0,0.08696063607931137,0.08696063607931137,0.99334716796875,3.2909865379333496,0.6740454435348511,1.6251006126403809,0.05937421694397926,0.7666738708652514,2.364778995513916,187,1.36,0.0,0.0,0.0
25,0.08266346901655197,0.08266346901655197,1.1248714923858643,3.22989821434021,55.421875,1.6304094791412354,0.05761750414967537,0.8362419852680926,2.3093419075012207,443,1.2117467814307195,0.0,0.0,0.0
50,0.21326623857021332,0.0790565237402916,1.2729132175445557,3.1882379055023193,106.56844329833984,1.6473909616470337,0.05628126114606857,0.9145662098431744,2.267653226852417,526,1.0796546046380204,0.0,0.041927409261576974,0.0
75,0.5438739061355591,0.07698897272348404,1.3956434726715088,3.1766090393066406,131.66812133789062,1.626818299293518,0.05635328218340874,0.9435535924959849,2.1973764896392822,636,0.9619617589904245,0.0,0.14622444722569877,0.0
100,0.9047173261642456,0.07604730129241943,1.2002761363983154,3.186549186706543,141.515869140625,1.6052266359329224,0.05729426443576813,0.9099528113069669,2.1859118938446045,644,0.8570985774382943,0.020963704630788487,0.25052148518982065,0.0
125,1.2645665407180786,0.07560979574918747,0.9968460202217102,3.1926558017730713,142.07054138183594,1.5918232202529907,0.05836306884884834,0.8583723724491715,2.208547830581665,627,0.7636665018968394,0.04703796412181894,0.3548185231539424,0.0
150,1.6269174814224243,0.07534423470497131,0.9065693616867065,3.203667163848877,142.57952880859375,1.5790125131607056,0.05931181088089943,0.827150379940919,2.2122509479522705,616,0.6804194307058467,0.07311222361284939,0.4591155611180642,0.0
175,1.9927366971969604,0.07508126646280289,0.8623740673065186,3.2157318592071533,144.37637329101562,1.5721592903137207,0.060038190335035324,0.8100928599541218,2.2141494750976562,613,0.6062470993975971,0.09918648310387984,0.563412599082186,0.0
200,2.3645172119140625,0.07486392557621002,0.8396576642990112,3.2315690517425537,144.76715087890625,1.5690200328826904,0.060605768114328384,0.7971619967614724,2.2196664810180664,617,0.5401602731226086,0.12526074259491032,0.6677096370463079,0.0
225,2.734281301498413,0.07470247894525528,0.8264155983924866,3.2396092414855957,144.27212524414062,1.5630818605422974,0.06108100339770317,0.786962314241755,2.2170393466949463,619,0.4812775532448967,0.15133500208594075,0.7720066750104296,0.0
250,3.0972893238067627,0.07457615435123444,0.8145628571510315,3.2384486198425293,142.29150390625,1.5650898218154907,0.061476364731788635,0.7756545569002585,2.231572389602661,618,0.42881362214658475,0.1774092615769712,0.8763037129745515,0.0
275,3.4418318271636963,0.07438570261001587,0.8029593229293823,3.220383644104004,136.4057159423828,1.5468604564666748,0.06171691045165062,0.7628220476502302,2.2074649333953857,615,0.38206876946306817,0.2034835210680017,0.9806007509386734,0.0
300,3.7834808826446533,0.07421120256185532,0.795120894908905,3.202815055847168,132.06674194335938,1.5419797897338867,0.06189943850040436,0.7541636405758443,2.2059972286224365,614,0.3404195600603444,0.2295577805590321,1.084897788902795,0.0
325,30.576955795288086,0.07406682521104813,0.7980835437774658,3.1600327491760254,88.84455871582031,1.5181127786636353,0.06204047054052353,0.740827070856782,2.1713175773620605,488,0.30331051929351754,0.2556320400500626,1.189194826866917,0.29808602216184826
350,31.224895477294922,0.07382258772850037,0.8006224632263184,3.0713143348693848,16.02435874938965,1.4736242294311523,0.06201425939798355,0.725913856299356,2.0973060131073,190,0.2702467246529412,0.28170629954109305,1.2934918648310387,1.6781139025407759
375,23.845510482788086,0.07371530681848526,0.7948142886161804,3.0531835556030273,6.275477409362793,1.4585838317871094,0.062103308737277985,0.7208120143259003,2.0721490383148193,86,0.24078720499293774,0.3077805590321235,1.3977889027951607,3.058141782919706
400,22.294879913330078,0.07366052269935608,0.7882459163665771,3.05145001411438,3.89945650100708,1.4535683393478394,0.06221669167280197,0.714997608884709,2.0677056312561035,29,0.21453905930874353,0.333854818523154,1.5,4.438169663298636
425,25.427879333496094,0.07362877577543259,0.7813353538513184,3.0555319786071777,3.5078177452087402,1.4530662298202515,0.062328923493623734,0.7103692946616329,2.0711052417755127,12,0.19115221662392956,0.35992907801418444,1.5,5.818197543677564
