it,loss,wl_sur,d_sur,c_sur,ov_sur,proxy,exact_wl,exact_den,exact_cong,overlaps,gamma,w_d,w_c,w_ov
0,0.09085923433303833,0.09085923433303833,1.4613429307937622,2.6287310123443604,0.23319697380065918,1.7898728847503662,0.05328315868973732,1.0380139002789002,2.4351656436920166,76,1.2992,0.0,0.0,0.0
25,0.08581675589084625,0.08581675589084625,1.280248999595642,2.588315010070801,16.579681396484375,1.8167330026626587,0.051164619624614716,1.1465600119094834,2.3845767974853516,170,1.1575745723785225,0.0,0.0,0.0
50,0.18888643383979797,0.08157853782176971,1.4576342105865479,2.545675277709961,33.07342529296875,1.8606312274932861,0.04953950643539429,1.2566378069241455,2.3655457496643066,206,1.0313876929012618,0.0,0.041927409261576974,0.0
75,0.4460335075855255,0.07950141280889511,1.4911770820617676,2.491015911102295,33.451263427734375,1.818366527557373,0.04951195791363716,1.2974757811151942,2.2402331829071045,215,0.9189564097649701,0.0,0.14622444722569877,0.0
100,0.7317044734954834,0.07875263690948486,1.5786998271942139,2.4572370052337646,29.684534072875977,1.7623605728149414,0.0504271537065506,1.2399575478767941,2.1839094161987305,188,0.8187812292704645,0.020963704630788487,0.25052148518982065,0.0
125,1.0192229747772217,0.0785285159945488,1.4472110271453857,2.4395737648010254,41.5238151550293,1.6802170276641846,0.051710642874240875,1.1042427581270076,2.1527700424194336,214,0.729526117106157,0.04703796412181894,0.3548185231539424,0.0
150,1.3026236295700073,0.07825944572687149,1.4032258987426758,2.4207587242126465,45.18419647216797,1.6410269737243652,0.05255061388015747,1.0403795654128136,2.136573076248169,219,0.6500006796860558,0.07311222361284939,0.4591155611180642,0.0
175,1.5868141651153564,0.07794523239135742,1.407346248626709,2.4052717685699463,50.56976318359375,1.6198537349700928,0.053131964057683945,0.9855325674921029,2.1479108333587646,215,0.5791442878951163,0.09918648310387984,0.563412599082186,0.0
200,1.8737208843231201,0.07771123945713043,1.399841070175171,2.3991811275482178,53.709651947021484,1.6046929359436035,0.05361422896385193,0.9327054034792619,2.169451951980591,223,0.5160119315006566,0.12526074259491032,0.6677096370463079,0.0
225,2.160684585571289,0.07747936993837357,1.3865337371826172,2.3955016136169434,56.624542236328125,1.5823171138763428,0.053966496139764786,0.8941340900760781,2.162567138671875,229,0.4597616155704189,0.15133500208594075,0.7720066750104296,0.0
250,2.449444055557251,0.07737784832715988,1.3628058433532715,2.3976962566375732,57.61338806152344,1.5864524841308594,0.054309431463479996,0.874387000977325,2.18989896774292,230,0.40964313080356085,0.1774092615769712,0.8763037129745515,0.0
275,2.73256778717041,0.07737196236848831,1.3492047786712646,2.3924400806427,57.819610595703125,1.579019546508789,0.05464450642466545,0.8585063569966979,2.190243721008301,227,0.3649880480047192,0.2034835210680017,0.9806007509386734,0.0
300,3.0086896419525146,0.07728774845600128,1.3349413871765137,2.3825550079345703,58.577354431152344,1.552445411682129,0.05486633628606796,0.8470338712681699,2.1481242179870605,224,0.3252008032576466,0.2295577805590321,1.084897788902795,0.0
325,8.69483757019043,0.07725970447063446,1.2927995920181274,2.382441759109497,41.446842193603516,1.567134976387024,0.0550762377679348,0.8395435323893073,2.1845738887786865,200,0.289750754901572,0.2556320400500626,1.189194826866917,0.1304984889648644
